Id,Building Class,Zoning Classification,Lot Frontage Length,Lot Area Square Feet,Road Type,Alley Access,Lot Shape,Land Contour,Utility Availability,Lot Configuration,Land Slope,Neighborhood Name,Primary Proximity Condition,Secondary Proximity Condition,Building Type,House Style,Overall Material Quality,Overall Condition Rating,Construction Year,Remodel Year,Roof Style,Roof Material,Primary Exterior Material,Secondary Exterior Material,Masonry Veneer Type,Masonry Veneer Area,Exterior Quality,Exterior Condition,Foundation Type,Basement Height Quality,Basement Condition,Basement Exposure Level,Basement Finish Type One,Basement Finished Area One,Basement Finish Type Two,Basement Finished Area Two,Basement Unfinished Area,Total Basement Area,Heating System,Heating Quality,Central Air Conditioning,Electrical System,First Floor Area,Second Floor Area,Low Quality Finished Area,Above Ground Living Area,Basement Full Bathrooms,Basement Half Bathrooms,Full Bathrooms,Half Bathrooms,Bedrooms Above Ground,Kitchens Above Ground,Kitchen Quality,Total Rooms Above Ground,Home Functionality,Number of Fireplaces,Fireplace Quality,Garage Type,Garage Construction Year,Garage Finish Level,Garage Capacity Cars,Garage Area Square Feet,Garage Quality,Garage Condition,Driveway Paving,Wood Deck Area,Open Porch Area,Enclosed Porch Area,Three Season Porch Area,Screen Porch Area,Pool Area,Pool Quality,Fence Type,Miscellaneous Feature,Miscellaneous Value,Month Sold,Year Sold,Sale Type,Sale Condition,House Sale Price
839,20,Residential Low Density,75.0,9525,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,College Creek,Normal,Normal,Single Family Detached,One story,5,6,1995,2006,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Typical Average,Typical Average,Poured Concrete,Good,Typical Average,No Exposure,Unfinished,0,Unfinished,0,1099,1099,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1099,0,0,1099,0,0,1,1,3,1,Good,6,Typical Functionality,0,,Attached to home,1999.0,Unfinished,1,352,Typical Average,Typical Average,Yes,278,0,0,0,0,0,,,,0,6,2008,Warranty Deed - Conventional,Normal Sale,144000
840,50,Residential Low Density,70.0,11767,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Edwards,Normal,Normal,Single Family Detached,One and one-half story: 2nd level finished,5,6,1946,1995,Gable,Standard Composite Shingle,Metal Siding,Metal Siding,,0.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,No Exposure,Below Average Living Quarters,352,Unfinished,0,416,768,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,768,432,0,1200,0,0,1,0,3,1,Typical Average,6,Typical Functionality,0,,Detached from home,1946.0,Unfinished,1,240,Typical Average,Typical Average,Yes,0,0,0,0,0,0,,,,0,5,2008,Warranty Deed - Conventional,Normal Sale,130500
841,70,Residential High Density,,12155,Paved Road,,Slightly Irregular,Level,All Public Utilities,Inside,Gentle Slope,South & West of Iowa State University,Normal,Normal,Single Family Detached,Two story,6,8,1925,1950,Gable,Standard Composite Shingle,Wood Siding,Wood Siding,,0.0,Typical Average,Typical Average,Brick Tile,Typical Average,Typical Average,No Exposure,Below Average Living Quarters,156,Unfinished,0,516,672,Gas forced warm air furnace,Typical Average,No,Standard Circuit Breakers & Romex,810,672,0,1482,0,0,2,0,4,1,Fair,7,Typical Functionality,0,,Detached from home,1934.0,Unfinished,1,400,Typical Average,Typical Average,P,0,0,254,0,0,0,,,,0,3,2008,Warranty Deed - Conventional,Normal Sale,140000
842,70,Residential Medium Density,60.0,10440,Paved Road,Gravel Road,Regular,Level,All Public Utilities,Inside,Gentle Slope,Old Town,Normal,Normal,Single Family Detached,Two story,5,8,1904,2002,Gable,Standard Composite Shingle,Metal Siding,Metal Siding,,0.0,Typical Average,Typical Average,Poured Concrete,Typical Average,Typical Average,No Exposure,Unfinished,0,Unfinished,0,650,650,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,958,581,0,1539,0,0,2,0,3,1,Good,8,Typical Functionality,1,Poor,Detached from home,1983.0,Unfinished,2,686,Good,Typical Average,P,70,78,68,0,0,0,,,,0,6,2008,Warranty Deed - Conventional,Normal Sale,157500
843,80,Residential Low Density,82.0,9020,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,North Ames,Normal,Normal,Single Family Detached,Split Level,6,7,1966,1966,Gable,Standard Composite Shingle,Hardboard Siding,Hardboard Siding,Brick Face,183.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,Good,Average Rec Room,312,Average Living Quarters,539,276,1127,Gas forced warm air furnace,Typical Average,Yes,Standard Circuit Breakers & Romex,1165,0,0,1165,1,0,1,1,3,1,Typical Average,6,Typical Functionality,0,,Attached to home,1966.0,Rough Finished,2,490,Good,Good,Yes,0,129,0,0,0,0,,Good Privacy,,0,5,2008,Warranty Deed - Conventional,Normal Sale,174900
844,90,Residential Low Density,80.0,8000,Paved Road,,Regular,Level,All Public Utilities,Corner,Gentle Slope,North Ames,Adjacent to arterial street,Normal,Duplex House,One story,5,4,1961,1961,Gable,Standard Composite Shingle,Brick Face,Brick Face,,0.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,No Exposure,Unfinished,0,Unfinished,0,1800,1800,Gas forced warm air furnace,Excellent,No,Standard Circuit Breakers & Romex,1800,0,0,1800,0,0,2,0,6,2,Typical Average,10,Typical Functionality,0,,,,,0,0,,,Yes,0,0,0,0,0,0,,,,0,7,2007,Warranty Deed - Conventional,Normal Sale,141000
845,50,Residential Medium Density,100.0,12665,Paved Road,Gravel Road,Slightly Irregular,Level,All Public Utilities,Inside,Gentle Slope,Old Town,Adjacent to arterial street,Normal,Single Family Detached,One and one-half story: 2nd level finished,5,8,1915,1950,Gable,Standard Composite Shingle,Wood Siding,Wood Siding,,0.0,Typical Average,Typical Average,Brick Tile,Typical Average,Typical Average,Minimum Exposure,Unfinished,0,Unfinished,0,876,876,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,876,540,0,1416,0,0,1,1,4,1,Typical Average,7,Typical Functionality,1,Good,Detached from home,1949.0,Unfinished,3,720,Typical Average,Typical Average,Yes,418,0,194,0,0,0,,,,0,6,2008,Warranty Deed - Conventional,Normal Sale,153900
846,85,Residential Low Density,,16647,Paved Road,,Slightly Irregular,Level,All Public Utilities,CulDSac,Gentle Slope,Sawyer,Adjacent to East-West Railroad,Normal,Single Family Detached,Split Foyer,5,5,1975,1981,Gable,Standard Composite Shingle,Hardboard Siding,Hardboard Siding,,0.0,Typical Average,Typical Average,Cinder Block,Good,Typical Average,Good,Average Living Quarters,1390,Unfinished,0,0,1390,Gas forced warm air furnace,Typical Average,Yes,Standard Circuit Breakers & Romex,1701,0,0,1701,1,0,2,0,3,1,Typical Average,6,Minor Deductions Two,2,Typical Average,Basment,1975.0,Finished,2,611,Typical Average,Typical Average,Yes,0,0,0,0,0,0,,,,0,1,2007,Warranty Deed - Conventional,Normal Sale,171000
847,60,Residential Low Density,75.0,9317,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Sawyer West,Normal,Normal,Single Family Detached,Two story,7,5,1993,1993,Gable,Standard Composite Shingle,Hardboard Siding,Hardboard Siding,Brick Face,137.0,Good,Typical Average,Poured Concrete,Good,Typical Average,No Exposure,Average Living Quarters,513,Unfinished,0,227,740,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1006,769,0,1775,1,0,2,1,3,1,Good,7,Typical Functionality,1,Typical Average,Attached to home,1993.0,Unfinished,2,425,Typical Average,Typical Average,Yes,234,72,192,0,0,0,,,,0,7,2009,Warranty Deed - Conventional,Normal Sale,213000
848,20,Residential Low Density,36.0,15523,Paved Road,,Slightly Irregular,Level,All Public Utilities,CulDSac,Gentle Slope,College Creek,Normal,Normal,Single Family Detached,One story,5,6,1972,1972,Gable,Standard Composite Shingle,Hardboard Siding,Plywood,,0.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,Average Exposure,Below Average Living Quarters,460,Unfinished,0,404,864,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,864,0,0,864,1,0,1,0,3,1,Typical Average,5,Typical Functionality,1,Fair,Attached to home,1972.0,Unfinished,1,338,Typical Average,Typical Average,Yes,0,0,0,0,0,0,,,,0,8,2009,Warranty Deed - Conventional,Normal Sale,133500
849,50,Residential Low Density,75.0,45600,Paved Road,,Moderately Irregular,Banked,All Public Utilities,Inside,Gentle Slope,Clear Creek,Normal,Normal,Single Family Detached,One and one-half story: 2nd level finished,6,8,1908,1997,Gable,Standard Composite Shingle,Wood Siding,Wood Siding,,0.0,Typical Average,Typical Average,Brick Tile,Typical Average,Typical Average,No Exposure,Unfinished,0,Unfinished,0,907,907,Gas forced warm air furnace,Typical Average,Yes,Standard Circuit Breakers & Romex,1307,1051,0,2358,0,0,3,0,5,1,Typical Average,10,Typical Functionality,1,Good,Detached from home,1908.0,Unfinished,2,360,Fair,Typical Average,Yes,486,40,0,0,175,0,,,,0,9,2008,Warranty Deed - Conventional,Normal Sale,240000
850,80,Residential Low Density,80.0,9600,Paved Road,,Regular,Level,All Public Utilities,FR2,Gentle Slope,Veenker,Adjacent to feeder street,Normal,Single Family Detached,Split Level,6,7,1976,1994,Hip,Standard Composite Shingle,Plywood,Plywood,Brick Face,360.0,Good,Good,Cinder Block,Typical Average,Typical Average,No Exposure,Unfinished,0,Unfinished,0,528,528,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1094,761,0,1855,0,0,2,1,3,1,Typical Average,7,Typical Functionality,1,Typical Average,Attached to home,1976.0,Rough Finished,2,512,Typical Average,Typical Average,Yes,113,100,0,0,0,0,,,,0,8,2007,Warranty Deed - Conventional,Normal Sale,187000
851,120,Residential Medium Density,36.0,4435,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,College Creek,Normal,Normal,Townhouse End Unit,One story,6,5,2003,2003,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,Brick Face,170.0,Good,Typical Average,Poured Concrete,Good,Typical Average,Average Exposure,Good Living Quarters,659,Unfinished,0,189,848,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,848,0,0,848,1,0,1,0,1,1,Good,3,Typical Functionality,0,,Attached to home,2003.0,Finished,2,420,Typical Average,Typical Average,Yes,140,0,0,0,0,0,,,,0,11,2007,Warranty Deed - Conventional,Normal Sale,131500
852,120,Residential Low Density,,3196,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Bloomington Heights,Normal,Normal,Townhouse End Unit,One story,8,5,2003,2003,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,Brick Face,40.0,Good,Typical Average,Poured Concrete,Good,Typical Average,Good,Unfinished,0,Unfinished,0,1273,1273,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1456,0,0,1456,0,0,2,0,2,1,Good,7,Typical Functionality,1,Typical Average,Attached to home,2003.0,Finished,2,400,Typical Average,Typical Average,Yes,143,20,0,0,0,0,,,,0,5,2006,Warranty Deed - Conventional,Normal Sale,215000
853,75,Residential Low Density,53.0,7128,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Crawford,Normal,Normal,Single Family Detached,Two and one-half story: 2nd level unfinished,7,5,1941,1950,Gable,Standard Composite Shingle,Metal Siding,Metal Siding,,0.0,Typical Average,Good,Cinder Block,Typical Average,Typical Average,No Exposure,Average Rec Room,364,Unfinished,0,554,918,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,918,728,0,1646,0,0,2,0,4,1,Typical Average,7,Typical Functionality,2,Good,Detached from home,1941.0,Unfinished,1,240,Typical Average,Typical Average,Yes,0,0,0,0,126,0,,Minimum Privacy,,0,8,2007,Warranty Deed - Conventional,Normal Sale,164000
854,80,Residential Low Density,,12095,Paved Road,,Slightly Irregular,Level,All Public Utilities,Corner,Gentle Slope,North Ames,Normal,Normal,Single Family Detached,Split Level,6,6,1964,1964,Gable,Standard Composite Shingle,Metal Siding,Hardboard Siding,Brick Face,115.0,Typical Average,Good,Cinder Block,Typical Average,Typical Average,Good,Average Rec Room,564,Unfinished,0,563,1127,Gas forced warm air furnace,Typical Average,Yes,Standard Circuit Breakers & Romex,1445,0,0,1445,0,0,1,1,3,1,Typical Average,7,Typical Functionality,1,Fair,Attached to home,1964.0,Rough Finished,2,645,Typical Average,Typical Average,Yes,180,0,0,0,0,0,,Minimum Privacy,,0,8,2009,Warranty Deed - Conventional,Normal Sale,158000
855,20,Residential Low Density,102.0,17920,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Sawyer,Normal,Normal,Single Family Detached,One story,5,4,1955,1974,Hip,Standard Composite Shingle,Wood Siding,Plywood,,0.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,Minimum Exposure,Average Living Quarters,306,Average Rec Room,1085,372,1763,Gas forced warm air furnace,Typical Average,Yes,Standard Circuit Breakers & Romex,1779,0,0,1779,1,0,1,1,3,1,Typical Average,6,Typical Functionality,1,Good,Attached to home,1955.0,Unfinished,2,454,Typical Average,Typical Average,Yes,0,418,0,0,312,0,,,,0,7,2006,Warranty Deed - Conventional,Abnormal Sale,170000
856,20,Residential Low Density,,6897,Paved Road,,Slightly Irregular,Level,All Public Utilities,Corner,Gentle Slope,Sawyer,Normal,Normal,Single Family Detached,One story,5,8,1962,2010,Gable,Standard Composite Shingle,Hardboard Siding,Hardboard Siding,,0.0,Typical Average,Good,Cinder Block,Typical Average,Typical Average,No Exposure,Average Living Quarters,659,Unfinished,0,381,1040,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1040,0,0,1040,1,0,1,1,3,1,Typical Average,6,Typical Functionality,0,,Detached from home,1962.0,Unfinished,1,260,Typical Average,Typical Average,Yes,0,104,0,0,0,0,,,,0,4,2010,Warranty Deed - Conventional,Normal Sale,127000
857,80,Residential Low Density,,10970,Paved Road,,Slightly Irregular,Depressed,All Public Utilities,Inside,Moderate Slope,College Creek,Normal,Normal,Single Family Detached,Split Level,6,6,1978,1978,Gable,Standard Composite Shingle,Plywood,Hardboard Siding,,0.0,Typical Average,Typical Average,Cinder Block,Good,Good,Good,Good Living Quarters,505,Low Quality,435,0,940,Gas forced warm air furnace,Typical Average,Yes,Standard Circuit Breakers & Romex,1026,0,0,1026,1,0,1,0,3,1,Typical Average,5,Typical Functionality,0,,Detached from home,1981.0,Unfinished,2,576,Typical Average,Fair,Yes,0,0,34,0,0,0,,Minimum Privacy,,0,10,2008,Warranty Deed - Conventional,Normal Sale,147000
858,60,Residential Low Density,65.0,8125,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Gilbert,Normal,Normal,Single Family Detached,Two story,6,5,1994,1995,Gable,Standard Composite Shingle,Hardboard Siding,Hardboard Siding,,0.0,Typical Average,Typical Average,Poured Concrete,Good,Typical Average,No Exposure,Unfinished,0,Unfinished,0,702,702,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,702,779,0,1481,0,0,2,1,3,1,Typical Average,6,Typical Functionality,1,Typical Average,Attached to home,1994.0,Finished,2,343,Typical Average,Typical Average,Yes,0,36,0,0,0,0,,,,0,3,2009,Warranty Deed - Conventional,Normal Sale,174000
859,20,Residential Low Density,80.0,10400,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,NWAmes,Normal,Normal,Single Family Detached,One story,7,5,1976,1976,Gable,Standard Composite Shingle,Hardboard Siding,Hardboard Siding,Brick Face,189.0,Typical Average,Typical Average,Cinder Block,Good,Typical Average,No Exposure,Unfinished,0,Unfinished,0,1090,1090,Gas forced warm air furnace,Typical Average,Yes,Standard Circuit Breakers & Romex,1370,0,0,1370,0,0,2,0,3,1,Typical Average,6,Typical Functionality,1,Typical Average,Attached to home,1976.0,Rough Finished,2,479,Typical Average,Typical Average,Yes,0,0,0,0,0,0,,Minimum Privacy,,0,6,2009,Warranty Deed - Conventional,Family Sale,152000
860,60,Residential Low Density,,11029,Paved Road,,Slightly Irregular,Level,All Public Utilities,Corner,Gentle Slope,NWAmes,Adjacent to positive off-site feature,Normal,Single Family Detached,Two story,6,7,1968,1984,Gable,Standard Composite Shingle,Hardboard Siding,Hardboard Siding,Brick Face,220.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,Minimum Exposure,Below Average Living Quarters,619,Unfinished,0,435,1054,Gas forced warm air furnace,Typical Average,Yes,Standard Circuit Breakers & Romex,1512,1142,0,2654,1,0,2,1,4,1,Good,9,Typical Functionality,1,Good,Attached to home,1968.0,Unfinished,2,619,Typical Average,Typical Average,Yes,0,65,0,0,222,0,,,,0,8,2006,Warranty Deed - Conventional,Normal Sale,250000
861,50,Residential Low Density,55.0,7642,Paved Road,,Regular,Level,All Public Utilities,Corner,Gentle Slope,Crawford,Normal,Normal,Single Family Detached,One and one-half story: 2nd level finished,7,8,1918,1998,Gable,Standard Composite Shingle,Wood Siding,Wood Siding,,0.0,Good,Typical Average,Brick Tile,Typical Average,Typical Average,No Exposure,Unfinished,0,Unfinished,0,912,912,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,912,514,0,1426,0,0,1,1,3,1,Good,7,Typical Functionality,1,Good,Detached from home,1925.0,Unfinished,1,216,Typical Average,Typical Average,Yes,0,240,0,0,0,0,,Good Privacy,,0,6,2007,Warranty Deed - Conventional,Normal Sale,189950
862,190,Residential Low Density,75.0,11625,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Sawyer,Normal,Normal,Two Family Conversion,One story,5,4,1965,1965,Hip,Standard Composite Shingle,Plywood,Hardboard Siding,,0.0,Typical Average,Typical Average,Poured Concrete,Typical Average,Typical Average,Minimum Exposure,Below Average Living Quarters,841,Unfinished,0,198,1039,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1039,0,0,1039,1,0,1,1,3,1,Typical Average,6,Typical Functionality,0,,Attached to home,1965.0,Unfinished,2,504,Typical Average,Typical Average,Yes,0,0,0,0,0,0,,,,0,4,2010,Warranty Deed - Conventional,Normal Sale,131500
863,20,Residential Low Density,81.0,9672,Paved Road,,Regular,Level,All Public Utilities,Corner,Gentle Slope,Sawyer West,Normal,Normal,Single Family Detached,One story,6,5,1984,1985,Hip,Standard Composite Shingle,Hardboard Siding,Plywood,,0.0,Typical Average,Typical Average,Poured Concrete,Good,Typical Average,No Exposure,Good Living Quarters,338,Unfinished,0,702,1040,Gas forced warm air furnace,Typical Average,Yes,Standard Circuit Breakers & Romex,1097,0,0,1097,0,0,2,0,3,1,Typical Average,6,Typical Functionality,0,,Attached to home,1986.0,Unfinished,2,480,Typical Average,Typical Average,Yes,0,0,0,0,0,0,,Good Privacy,,0,5,2010,Warranty Deed - Conventional,Normal Sale,152000
864,20,Residential Low Density,70.0,7931,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,North Ames,Normal,Normal,Single Family Detached,One story,5,5,1959,1959,Hip,Standard Composite Shingle,Brick Face,Plywood,,0.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,No Exposure,Below Average Living Quarters,1148,Unfinished,0,0,1148,Gas forced warm air furnace,Typical Average,Yes,Standard Circuit Breakers & Romex,1148,0,0,1148,1,0,1,0,3,1,Typical Average,6,Typical Functionality,0,,Attached to home,1959.0,Unfinished,1,672,Typical Average,Typical Average,Yes,0,0,0,0,0,0,,Good Privacy,,0,7,2009,Warranty Deed - Conventional,Normal Sale,132500
865,20,Floating Village Residential,72.0,8640,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Somerset,Normal,Normal,Single Family Detached,One story,7,5,2007,2008,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Good,Typical Average,Poured Concrete,Excellent,Typical Average,No Exposure,Unfinished,0,Unfinished,0,1372,1372,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1372,0,0,1372,0,0,2,0,3,1,Good,6,Typical Functionality,0,,Attached to home,2008.0,Finished,2,529,Typical Average,Typical Average,Yes,0,140,0,0,0,0,,,,0,5,2008,Home just constructed and sold,Partial Sale,250580
866,20,Residential Low Density,,8750,Paved Road,,Slightly Irregular,Level,All Public Utilities,Inside,Gentle Slope,North Ames,Normal,Normal,Single Family Detached,One story,5,6,1970,1970,Gable,Standard Composite Shingle,Metal Siding,Metal Siding,Brick Face,76.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,No Exposure,Below Average Living Quarters,828,Unfinished,0,174,1002,Gas forced warm air furnace,Typical Average,Yes,Standard Circuit Breakers & Romex,1002,0,0,1002,1,0,1,0,3,1,Typical Average,5,Typical Functionality,0,,Detached from home,1973.0,Unfinished,2,902,Typical Average,Typical Average,Yes,0,0,0,0,0,0,,Minimum Privacy,,0,8,2009,Warranty Deed - Conventional,Normal Sale,148500
